filename,width,height,class,xmin,ymin,xmax,ymax
crazing_173.jpg,200,200,crazing,62,97,175,153
crazing_173.jpg,200,200,crazing,62,165,198,198
crazing_173.jpg,200,200,crazing,32,27,151,76
pitted_surface_220.jpg,200,200,pitted_surface,55,1,144,200
pitted_surface_220.jpg,200,200,pitted_surface,135,1,198,198
pitted_surface_68.jpg,200,200,pitted_surface,2,3,198,128
inclusion_171.jpg,200,200,inclusion,82,1,123,120
inclusion_171.jpg,200,200,inclusion,81,134,104,198
crazing_120.jpg,200,200,crazing,83,6,178,57
crazing_120.jpg,200,200,crazing,106,68,200,108
crazing_120.jpg,200,200,crazing,1,81,117,146
crazing_120.jpg,200,200,crazing,1,81,117,146
crazing_120.jpg,200,200,crazing,91,110,199,152
scratches_231.jpg,200,200,scratches,13,1,45,195
scratches_231.jpg,200,200,scratches,145,3,160,200
scratches_231.jpg,200,200,scratches,185,1,194,199
scratches_231.jpg,200,200,inclusion,12,120,100,151
pitted_surface_192,200,200,pitted_surface,8,13,195,197
patches_202.jpg,200,200,patches,30,1,183,89
patches_202.jpg,200,200,patches,20,108,85,199
patches_202.jpg,200,200,patches,145,64,185,153
patches_202.jpg,200,200,inclusion,101,121,133,147
patches_202.jpg,200,200,patches,94,158,121,188
inclusion_89.jpg,200,200,inclusion,75,58,115,123
inclusion_89.jpg,200,200,inclusion,126,1,157,98
inclusion_89.jpg,200,200,inclusion,166,137,188,177
inclusion_89.jpg,200,200,inclusion,28,21,42,46
inclusion_89.jpg,200,200,inclusion,28,74,43,104
scratches_119.jpg,200,200,scratches,82,1,93,188
scratches_119.jpg,200,200,scratches,99,1,132,200
rolled-in_scale_219.jpg,200,200,rolled-in_scale,98,41,190,121
rolled-in_scale_219.jpg,200,200,rolled-in_scale,65,128,163,199
rolled-in_scale_20.jpg,200,200,rolled-in_scale,28,104,77,183
rolled-in_scale_20.jpg,200,200,rolled-in_scale,107,38,199,194
rolled-in_scale_20.jpg,200,200,rolled-in_scale,106,1,150,33
crazing_25.jpg,200,200,crazing,1,1,118,45
crazing_25.jpg,200,200,crazing,18,80,159,144
scratches_135.jpg,200,200,scratches,128,1,166,199
scratches_135.jpg,200,200,inclusion,35,28,51,63
patches_128.jpg,200,200,patches,1,42,52,184
patches_128.jpg,200,200,patches,148,61,190,109
patches_128.jpg,200,200,patches,146,1,190,59
patches_128.jpg,200,200,patches,169,179,200,199
patches_128.jpg,200,200,patches,1,1,28,16
pitted_surface_5.jpg,200,200,pitted_surface,1,1,193,196
patches_113.jpg,200,200,patches,4,71,78,167
patches_113.jpg,200,200,patches,135,39,181,76
crazing_223.jpg,200,200,crazing,113,123,197,197
crazing_223.jpg,200,200,crazing,80,11,173,98
pitted_surface_204,200,200,pitted_surface,1,1,195,192
pitted_surface_99,200,200,pitted_surface,1,1,200,200
crazing_177.jpg,200,200,crazing,8,140,149,199
crazing_177.jpg,200,200,crazing,101,42,183,110
crazing_177.jpg,200,200,crazing,6,99,123,161
rolled-in_scale_227.jpg,200,200,rolled-in_scale,57,22,122,134
rolled-in_scale_227.jpg,200,200,rolled-in_scale,44,110,184,198
crazing_46.jpg,200,200,crazing,11,33,100,103
inclusion_167.jpg,200,200,inclusion,10,6,53,189
inclusion_167.jpg,200,200,inclusion,110,1,144,200
inclusion_167.jpg,200,200,inclusion,92,10,114,86
scratches_193.jpg,200,200,scratches,121,1,139,134
pitted_surface_155.jpg,200,200,pitted_surface,36,91,189,196
pitted_surface_155.jpg,200,200,pitted_surface,10,7,196,134
pitted_surface_155.jpg,200,200,patches,1,1,28,61
pitted_surface_155.jpg,200,200,patches,78,1,108,20
patches_86.jpg,200,200,patches,40,37,145,150
pitted_surface_222.jpg,200,200,pitted_surface,5,3,172,200
scratches_163.jpg,200,200,scratches,1,1,17,198
scratches_163.jpg,200,200,scratches,39,77,52,199
scratches_163.jpg,200,200,scratches,71,1,86,165
scratches_163.jpg,200,200,scratches,149,2,182,198
patches_101.jpg,200,200,patches,27,1,78,92
patches_101.jpg,200,200,patches,113,1,175,59
patches_101.jpg,200,200,patches,129,79,176,200
crazing_58.jpg,200,200,crazing,3,134,189,198
crazing_58.jpg,200,200,crazing,1,34,196,126
rolled-in_scale_58.jpg,200,200,rolled-in_scale,84,57,132,184
inclusion_153.jpg,200,200,inclusion,22,1,100,198
inclusion_153.jpg,200,200,inclusion,102,1,118,48
scratches_15.jpg,200,200,scratches,36,36,67,107
scratches_15.jpg,200,200,scratches,125,28,136,68
scratches_15.jpg,200,200,scratches,119,127,133,198
scratches_15.jpg,200,200,scratches,46,77,63,127
scratches_180.jpg,200,200,scratches,129,1,160,199
inclusion_86.jpg,200,200,inclusion,35,1,60,85
inclusion_86.jpg,200,200,inclusion,16,43,37,95
inclusion_86.jpg,200,200,inclusion,7,110,28,175
inclusion_86.jpg,200,200,inclusion,35,142,72,192
inclusion_86.jpg,200,200,inclusion,110,21,144,110
crazing_31.jpg,200,200,crazing,3,106,166,197
crazing_31.jpg,200,200,crazing,30,3,200,104
inclusion_28.jpg,200,200,inclusion,35,1,69,198
inclusion_28.jpg,200,200,inclusion,87,13,112,75
inclusion_28.jpg,200,200,inclusion,105,54,129,95
inclusion_28.jpg,200,200,inclusion,86,107,107,157
inclusion_28.jpg,200,200,inclusion,94,159,117,199
inclusion_28.jpg,200,200,inclusion,147,71,166,147
inclusion_28.jpg,200,200,inclusion,180,101,196,144
inclusion_28.jpg,200,200,inclusion,150,30,168,62
inclusion_28.jpg,200,200,inclusion,143,147,161,193
pitted_surface_55,200,200,pitted_surface,22,1,99,199
pitted_surface_55,200,200,pitted_surface,94,1,199,199
scratches_145.jpg,200,200,scratches,73,1,89,199
scratches_145.jpg,200,200,scratches,94,1,121,200
inclusion_174.jpg,200,200,inclusion,64,1,84,53
inclusion_174.jpg,200,200,inclusion,66,70,89,107
inclusion_225.jpg,200,200,inclusion,28,2,64,194
inclusion_225.jpg,200,200,inclusion,68,14,84,74
patches_123.jpg,200,200,patches,56,16,144,198
patches_123.jpg,200,200,patches,152,146,190,198
inclusion_172.jpg,200,200,inclusion,77,63,106,195
inclusion_172.jpg,200,200,inclusion,82,13,103,62
scratches_190.jpg,200,200,scratches,154,1,183,198
pitted_surface_95,200,200,pitted_surface,1,1,199,199
pitted_surface_159.jpg,200,200,pitted_surface,14,9,188,198
pitted_surface_159.jpg,200,200,patches,174,1,200,48
rolled-in_scale_63.jpg,200,200,rolled-in_scale,54,9,108,66
rolled-in_scale_63.jpg,200,200,rolled-in_scale,100,69,158,148
rolled-in_scale_177.jpg,200,200,rolled-in_scale,28,1,90,101
rolled-in_scale_177.jpg,200,200,rolled-in_scale,45,117,106,198
rolled-in_scale_177.jpg,200,200,rolled-in_scale,96,2,183,94
patches_229.jpg,200,200,patches,70,6,166,190
patches_229.jpg,200,200,patches,1,1,61,29
patches_229.jpg,200,200,patches,175,134,200,200
crazing_127.jpg,200,200,crazing,13,132,119,191
crazing_127.jpg,200,200,crazing,58,24,145,115
scratches_152.jpg,200,200,scratches,26,1,53,200
rolled-in_scale_220.jpg,200,200,rolled-in_scale,19,125,131,192
scratches_138.jpg,200,200,scratches,143,1,178,199
scratches_138.jpg,200,200,inclusion,92,120,105,158
pitted_surface_103,200,200,pitted_surface,17,3,95,140
pitted_surface_103,200,200,pitted_surface,111,1,195,189
inclusion_208.jpg,200,200,inclusion,87,1,107,47
inclusion_208.jpg,200,200,inclusion,42,79,107,198
rolled-in_scale_3.jpg,200,200,rolled-in_scale,68,63,139,139
rolled-in_scale_3.jpg,200,200,rolled-in_scale,99,1,145,39
patches_167.jpg,200,200,patches,39,1,102,132
patches_167.jpg,200,200,patches,108,1,165,115
patches_167.jpg,200,200,patches,168,1,200,85
patches_167.jpg,200,200,inclusion,176,154,200,180
patches_167.jpg,200,200,inclusion,149,126,170,145
rolled-in_scale_21.jpg,200,200,rolled-in_scale,138,7,197,196
rolled-in_scale_21.jpg,200,200,rolled-in_scale,56,104,107,177
rolled-in_scale_21.jpg,200,200,rolled-in_scale,145,1,183,31
scratches_240.jpg,200,200,scratches,53,132,199,160
scratches_240.jpg,200,200,scratches,61,102,199,128
scratches_240.jpg,200,200,scratches,13,75,156,88
scratches_240.jpg,200,200,scratches,123,166,195,176
pitted_surface_151.jpg,200,200,pitted_surface,1,2,88,197
pitted_surface_151.jpg,200,200,pitted_surface,76,8,194,196
crazing_181.jpg,200,200,crazing,25,48,116,112
crazing_181.jpg,200,200,crazing,27,124,103,199
patches_195.jpg,200,200,patches,1,1,59,146
patches_195.jpg,200,200,patches,45,57,170,197
patches_195.jpg,200,200,patches,133,8,178,51
patches_195.jpg,200,200,patches,121,139,180,200
patches_195.jpg,200,200,inclusion,113,77,144,104
patches_195.jpg,200,200,inclusion,83,20,109,43
inclusion_163.jpg,200,200,inclusion,1,22,33,170
inclusion_163.jpg,200,200,inclusion,47,70,108,199
inclusion_163.jpg,200,200,inclusion,102,87,127,130
inclusion_163.jpg,200,200,inclusion,103,133,141,200
crazing_60.jpg,200,200,crazing,110,134,200,199
crazing_60.jpg,200,200,crazing,30,43,200,131
inclusion_26.jpg,200,200,inclusion,84,18,114,65
inclusion_26.jpg,200,200,inclusion,8,54,23,92
inclusion_26.jpg,200,200,inclusion,80,98,97,143
inclusion_26.jpg,200,200,inclusion,24,147,40,199
inclusion_122.jpg,200,200,inclusion,18,1,71,198
inclusion_122.jpg,200,200,inclusion,110,75,139,199
inclusion_122.jpg,200,200,inclusion,134,1,158,95
inclusion_122.jpg,200,200,inclusion,166,1,179,26
patches_214.jpg,200,200,patches,48,83,119,178
patches_214.jpg,200,200,patches,99,56,183,127
crazing_92.jpg,200,200,crazing,8,38,180,105
crazing_92.jpg,200,200,crazing,9,109,191,197
inclusion_188.jpg,200,200,inclusion,90,32,129,171
inclusion_96.jpg,200,200,inclusion,119,57,156,160
inclusion_96.jpg,200,200,inclusion,30,58,55,109
inclusion_96.jpg,200,200,inclusion,32,144,60,199
pitted_surface_89.jpg,200,200,pitted_surface,14,6,168,199
scratches_210.jpg,200,200,scratches,63,1,83,197
scratches_210.jpg,200,200,scratches,130,1,161,198
scratches_210.jpg,200,200,inclusion,145,28,200,51
scratches_210.jpg,200,200,inclusion,137,141,200,164
scratches_210.jpg,200,200,inclusion,163,116,200,137
crazing_75.jpg,200,200,crazing,4,54,147,161
crazing_75.jpg,200,200,crazing,158,24,200,173
pitted_surface_118.jpg,200,200,pitted_surface,23,1,184,195
pitted_surface_118.jpg,200,200,pitted_surface,1,168,27,200
patches_235.jpg,200,200,patches,12,71,68,123
patches_235.jpg,200,200,patches,107,1,177,140
patches_235.jpg,200,200,patches,91,128,179,200
rolled-in_scale_100.jpg,200,200,rolled-in_scale,34,15,110,42
rolled-in_scale_100.jpg,200,200,rolled-in_scale,13,45,102,89
rolled-in_scale_100.jpg,200,200,rolled-in_scale,57,87,117,154
rolled-in_scale_100.jpg,200,200,rolled-in_scale,30,179,58,200
crazing_165.jpg,200,200,crazing,50,105,138,170
crazing_165.jpg,200,200,crazing,51,1,127,65
rolled-in_scale_122.jpg,200,200,rolled-in_scale,20,39,75,154
rolled-in_scale_122.jpg,200,200,rolled-in_scale,143,1,187,23
inclusion_77.jpg,200,200,inclusion,77,69,123,198
scratches_67.jpg,200,200,scratches,33,1,52,198
scratches_67.jpg,200,200,scratches,57,23,71,198
rolled-in_scale_233.jpg,200,200,rolled-in_scale,17,73,83,198
rolled-in_scale_233.jpg,200,200,rolled-in_scale,20,27,83,53
rolled-in_scale_80.jpg,200,200,rolled-in_scale,115,61,194,198
rolled-in_scale_80.jpg,200,200,rolled-in_scale,105,1,195,49
pitted_surface_30,200,200,pitted_surface,1,1,199,199
scratches_151.jpg,200,200,scratches,15,113,31,200
scratches_151.jpg,200,200,scratches,97,1,124,199
inclusion_85.jpg,200,200,inclusion,9,94,25,127
inclusion_85.jpg,200,200,inclusion,30,114,52,176
inclusion_85.jpg,200,200,inclusion,34,46,57,97
inclusion_85.jpg,200,200,inclusion,53,1,77,83
inclusion_85.jpg,200,200,inclusion,129,19,162,114
inclusion_85.jpg,200,200,inclusion,54,147,92,193
pitted_surface_15,200,200,pitted_surface,1,1,198,199
patches_137.jpg,200,200,patches,21,48,101,123
patches_137.jpg,200,200,patches,99,51,179,190
rolled-in_scale_224.jpg,200,200,rolled-in_scale,14,66,121,199
rolled-in_scale_224.jpg,200,200,rolled-in_scale,114,104,192,189
rolled-in_scale_224.jpg,200,200,rolled-in_scale,17,18,145,101
pitted_surface_210.jpg,200,200,pitted_surface,3,18,168,164
pitted_surface_210.jpg,200,200,patches,107,1,157,17
pitted_surface_210.jpg,200,200,patches,179,1,200,42
pitted_surface_210.jpg,200,200,patches,170,102,200,164
pitted_surface_210.jpg,200,200,patches,114,143,176,200
pitted_surface_87.jpg,200,200,pitted_surface,1,1,56,198
pitted_surface_87.jpg,200,200,pitted_surface,63,1,193,135
rolled-in_scale_142.jpg,200,200,rolled-in_scale,52,25,128,98
pitted_surface_54.jpg,200,200,pitted_surface,3,1,197,194
patches_56.jpg,200,200,patches,31,67,105,96
patches_56.jpg,200,200,patches,34,101,66,129
patches_56.jpg,200,200,patches,117,99,142,124
patches_56.jpg,200,200,patches,160,82,200,144
inclusion_31.jpg,200,200,inclusion,50,44,81,141
inclusion_31.jpg,200,200,inclusion,63,1,82,36
inclusion_31.jpg,200,200,inclusion,131,86,175,192
inclusion_31.jpg,200,200,inclusion,141,1,181,87
inclusion_31.jpg,200,200,inclusion,2,2,16,29
inclusion_31.jpg,200,200,inclusion,2,74,26,148
inclusion_31.jpg,200,200,inclusion,122,141,137,182
crazing_164.jpg,200,200,crazing,12,61,91,176
crazing_157.jpg,200,200,crazing,64,3,161,80
crazing_157.jpg,200,200,crazing,48,87,166,157
crazing_42.jpg,200,200,crazing,11,15,178,85
rolled-in_scale_216.jpg,200,200,rolled-in_scale,14,71,69,175
rolled-in_scale_216.jpg,200,200,rolled-in_scale,83,69,156,165
patches_118.jpg,200,200,patches,6,18,90,91
patches_118.jpg,200,200,patches,129,10,198,200
patches_118.jpg,200,200,patches,87,68,172,199
crazing_55.jpg,200,200,crazing,4,74,192,166
crazing_55.jpg,200,200,crazing,7,9,148,58
patches_15.jpg,200,200,patches,59,1,112,52
patches_15.jpg,200,200,patches,67,75,109,200
scratches_128.jpg,200,200,scratches,45,1,66,194
scratches_128.jpg,200,200,inclusion,83,1,185,196
rolled-in_scale_229.jpg,200,200,rolled-in_scale,93,43,199,200
rolled-in_scale_229.jpg,200,200,rolled-in_scale,90,15,177,90
patches_216.jpg,200,200,patches,61,1,97,28
patches_216.jpg,200,200,patches,113,1,168,67
patches_216.jpg,200,200,patches,22,96,167,164
patches_216.jpg,200,200,patches,118,168,158,199
patches_216.jpg,200,200,patches,14,122,62,199
patches_216.jpg,200,200,patches,177,1,200,30
scratches_221.jpg,200,200,scratches,17,1,47,144
scratches_221.jpg,200,200,scratches,156,31,174,180
scratches_221.jpg,200,200,scratches,85,1,110,148
crazing_106.jpg,200,200,crazing,1,24,127,101
crazing_106.jpg,200,200,crazing,16,120,189,156
crazing_106.jpg,200,200,crazing,113,152,177,188
pitted_surface_77,200,200,pitted_surface,1,1,199,200
scratches_87.jpg,200,200,scratches,150,1,164,193
patches_156.jpg,200,200,patches,94,61,127,86
patches_156.jpg,200,200,patches,92,105,129,189
pitted_surface_183.jpg,200,200,pitted_surface,3,2,145,191
pitted_surface_73.jpg,200,200,pitted_surface,1,1,182,197
pitted_surface_73.jpg,200,200,pitted_surface,137,37,199,199
inclusion_132.jpg,200,200,inclusion,69,2,115,197
scratches_134.jpg,200,200,scratches,25,1,68,198
patches_44.jpg,200,200,patches,70,100,128,159
pitted_surface_66.jpg,200,200,pitted_surface,8,1,200,196
rolled-in_scale_156.jpg,200,200,rolled-in_scale,20,28,68,182
rolled-in_scale_156.jpg,200,200,rolled-in_scale,97,85,147,140
crazing_83.jpg,200,200,crazing,1,29,87,127
crazing_83.jpg,200,200,crazing,95,1,192,198
crazing_83.jpg,200,200,crazing,2,1,197,65
patches_145.jpg,200,200,patches,6,1,76,67
patches_145.jpg,200,200,patches,4,76,65,200
patches_145.jpg,200,200,patches,109,1,174,80
patches_145.jpg,200,200,patches,113,69,190,199
rolled-in_scale_149.jpg,200,200,rolled-in_scale,49,89,136,193
rolled-in_scale_149.jpg,200,200,rolled-in_scale,160,66,192,175
rolled-in_scale_149.jpg,200,200,rolled-in_scale,97,1,137,44
patches_27.jpg,200,200,patches,12,46,116,152
patches_27.jpg,200,200,patches,136,74,198,122
patches_27.jpg,200,200,patches,58,10,105,49
inclusion_21.jpg,200,200,inclusion,51,1,94,193
inclusion_21.jpg,200,200,inclusion,105,1,132,198
inclusion_21.jpg,200,200,inclusion,143,1,190,196
inclusion_21.jpg,200,200,inclusion,19,163,37,199
scratches_48.jpg,200,200,scratches,157,44,181,198
scratches_48.jpg,200,200,inclusion,36,1,53,43
crazing_39.jpg,200,200,crazing,5,95,200,191
crazing_39.jpg,200,200,crazing,74,3,200,99
rolled-in_scale_118.jpg,200,200,rolled-in_scale,83,151,123,200
rolled-in_scale_118.jpg,200,200,rolled-in_scale,81,66,133,128
rolled-in_scale_118.jpg,200,200,rolled-in_scale,77,6,121,49
patches_96.jpg,200,200,patches,67,51,143,165
patches_54.jpg,200,200,patches,89,18,150,120
patches_174.jpg,200,200,patches,11,1,68,200
patches_174.jpg,200,200,patches,132,1,200,200
patches_174.jpg,200,200,inclusion,1,122,21,178
patches_174.jpg,200,200,inclusion,102,88,125,111
patches_62.jpg,200,200,patches,89,34,122,126
crazing_212.jpg,200,200,crazing,1,140,185,199
crazing_212.jpg,200,200,crazing,10,15,172,109
pitted_surface_122,200,200,pitted_surface,19,1,169,174
pitted_surface_122,200,200,pitted_surface,177,23,200,117
pitted_surface_122,200,200,pitted_surface,173,154,200,199
crazing_169.jpg,200,200,crazing,4,47,147,112
crazing_169.jpg,200,200,crazing,27,117,180,152
crazing_169.jpg,200,200,crazing,19,10,139,62
inclusion_239.jpg,200,200,inclusion,97,54,114,90
patches_68.jpg,200,200,patches,21,32,58,110
patches_68.jpg,200,200,patches,160,13,199,67
patches_68.jpg,200,200,patches,37,163,70,200
pitted_surface_225.jpg,200,200,pitted_surface,51,4,196,198
scratches_39.jpg,200,200,scratches,12,1,39,199
inclusion_152.jpg,200,200,inclusion,18,10,101,198
inclusion_152.jpg,200,200,inclusion,73,29,98,70
inclusion_152.jpg,200,200,inclusion,65,67,108,146
scratches_100.jpg,200,200,scratches,1,94,200,122
crazing_7.jpg,200,200,crazing,1,68,187,163
crazing_7.jpg,200,200,crazing,1,2,200,65
scratches_172.jpg,200,200,scratches,28,16,52,153
scratches_172.jpg,200,200,scratches,143,10,168,198
rolled-in_scale_239.jpg,200,200,rolled-in_scale,68,76,128,147
scratches_218.jpg,200,200,scratches,57,55,88,198
scratches_218.jpg,200,200,scratches,48,1,62,66
scratches_218.jpg,200,200,scratches,125,59,142,159
scratches_218.jpg,200,200,scratches,12,64,26,163
pitted_surface_221.jpg,200,200,pitted_surface,24,2,194,192
inclusion_74.jpg,200,200,inclusion,85,1,116,196
inclusion_74.jpg,200,200,inclusion,121,2,144,88
inclusion_74.jpg,200,200,inclusion,147,18,167,50
pitted_surface_161.jpg,200,200,pitted_surface,1,11,164,198
pitted_surface_161.jpg,200,200,patches,92,1,197,197
inclusion_79.jpg,200,200,inclusion,17,6,65,196
scratches_202.jpg,200,200,scratches,52,41,62,117
scratches_202.jpg,200,200,scratches,71,126,81,199
patches_65.jpg,200,200,patches,55,71,138,148
pitted_surface_88,200,200,pitted_surface,1,1,200,200
scratches_133.jpg,200,200,scratches,62,1,107,199
scratches_104.jpg,200,200,scratches,1,22,199,54
patches_198.jpg,200,200,patches,21,1,99,198
patches_198.jpg,200,200,patches,158,68,200,158
patches_198.jpg,200,200,patches,158,68,200,158
patches_198.jpg,200,200,patches,109,64,154,140
patches_198.jpg,200,200,inclusion,1,21,21,50
rolled-in_scale_164.jpg,200,200,rolled-in_scale,57,52,112,138
scratches_33.jpg,200,200,scratches,107,30,124,150
scratches_33.jpg,200,200,inclusion,38,47,52,80
patches_204,200,200,patches,48,1,110,200
patches_204,200,200,patches,160,14,199,98
rolled-in_scale_143.jpg,200,200,rolled-in_scale,75,52,127,119
rolled-in_scale_143.jpg,200,200,rolled-in_scale,111,139,155,189
scratches_164.jpg,200,200,scratches,14,10,29,183
scratches_164.jpg,200,200,scratches,88,1,127,197
scratches_164.jpg,200,200,scratches,140,1,161,196
crazing_136.jpg,200,200,crazing,1,88,88,144
crazing_136.jpg,200,200,crazing,126,111,191,184
inclusion_136.jpg,200,200,inclusion,14,105,25,133
inclusion_136.jpg,200,200,inclusion,166,70,188,117
crazing_158.jpg,200,200,crazing,51,57,125,135
pitted_surface_39,200,200,pitted_surface,1,1,200,200
crazing_214.jpg,200,200,crazing,9,72,200,149
crazing_214.jpg,200,200,crazing,31,111,163,192
crazing_214.jpg,200,200,crazing,48,1,199,61
crazing_47.jpg,200,200,crazing,4,1,105,149
crazing_47.jpg,200,200,crazing,1,151,72,199
pitted_surface_186,200,200,pitted_surface,1,7,126,199
patches_10.jpg,200,200,patches,9,88,49,140
patches_10.jpg,200,200,patches,124,1,173,117
inclusion_110.jpg,200,200,inclusion,98,1,127,77
inclusion_110.jpg,200,200,inclusion,95,120,138,198
inclusion_110.jpg,200,200,inclusion,144,1,178,198
rolled-in_scale_195.jpg,200,200,rolled-in_scale,71,36,141,119
crazing_114.jpg,200,200,crazing,41,139,169,188
crazing_114.jpg,200,200,crazing,5,52,46,198
crazing_114.jpg,200,200,crazing,2,16,94,91
inclusion_141.jpg,200,200,inclusion,20,39,32,61
inclusion_141.jpg,200,200,inclusion,104,3,127,47
inclusion_141.jpg,200,200,inclusion,99,153,121,183
crazing_149.jpg,200,200,crazing,33,5,149,69
crazing_149.jpg,200,200,crazing,26,108,154,179
patches_184.jpg,200,200,patches,34,96,137,186
patches_184.jpg,200,200,patches,89,1,126,51
patches_184.jpg,200,200,patches,161,1,200,21
patches_184.jpg,200,200,inclusion,84,62,110,99
patches_184.jpg,200,200,inclusion,92,185,121,200
patches_184.jpg,200,200,inclusion,127,93,137,144
patches_184.jpg,200,200,patches,1,97,28,152
scratches_159.jpg,200,200,scratches,127,1,158,182
scratches_159.jpg,200,200,scratches,168,1,190,134
patches_18,200,200,patches,42,1,108,78
patches_18,200,200,patches,116,47,183,108
patches_18,200,200,patches,50,116,97,200
scratches_219.jpg,200,200,scratches,83,4,99,117
scratches_219.jpg,200,200,scratches,160,111,178,199
scratches_219.jpg,200,200,scratches,48,114,62,197
scratches_219.jpg,200,200,scratches,107,75,129,198
patches_66.jpg,200,200,patches,35,14,72,69
patches_66.jpg,200,200,patches,99,75,160,148
pitted_surface_16,200,200,pitted_surface,1,1,199,198
pitted_surface_9,200,200,pitted_surface,1,57,200,200
scratches_91.jpg,200,200,scratches,84,19,107,199
pitted_surface_148.jpg,200,200,pitted_surface,51,7,136,198
pitted_surface_148.jpg,200,200,pitted_surface,2,66,57,171
pitted_surface_148.jpg,200,200,pitted_surface,138,146,197,199
pitted_surface_148.jpg,200,200,pitted_surface,132,1,196,54
patches_219.jpg,200,200,patches,46,96,122,200
rolled-in_scale_218.jpg,200,200,rolled-in_scale,69,28,146,156
patches_64.jpg,200,200,patches,67,103,134,139
pitted_surface_107,200,200,pitted_surface,26,2,188,200
